"City","Description","References"
"Konya","An economic powerhouse that is religiously inspired and a busy university city thats as conservative as they come: Konya treads a delicate path between its historical significance as the home town of the whirling dervish orders and a bastion of Seljuk culture, and its modern importance as an economic boom town. The city derives considerable charm from this juxtaposition of old and new. Ancient mosques and the maze-like market district rub up against contemporary Konya around Alaaddin Tepesi, where hip-looking university students talk religion and politics in the tea gardens. If you are passing through this region, say from the coast to Cappadocia, then make time to explore one of Turkeys most compelling cities.","https://www.lonelyplanet.com/turkey/central-anatolia/konya"
"Bagcilar","Bagcilar district is close to Kucukcekmece, Bakirkoy, and Bahcelievler. It is located on the European side of the city. Originally the Balkan Turks and the Greek Turks had been placed here. In the 90s, works started on the areas infrastructure. With time, more and more big companies came to this area for their factories, workshops, attracting population from Istanbul as well as other parts of Turkey, and increasing the demand for housing.","https://www.turkeyexpert.com/Istanbul/Bagcilar-basin-express-highway?p=9"
"Antalya","Once seen simply as the gateway to the Turkish Riviera, Antalya today is very much a destination in its own right. Situated right on the Gulf of Antalya (Antalya Körfezi), the largest city on Turkeys western Mediterranean coastline is both classically beautiful and stylishly modern. At its core is the wonderfully preserved old-city district of Kaleiçi (literally within the castle), which offers atmospheric accommodation in the finely restored Ottoman houses on its winding lanes. The old city wraps around a splendid Roman-era harbour with clifftop views of hazy-blue mountain silhouettes that are worth raising a toast to. Just outside of the central city are two beaches and one of Turkeys finest museums","https://www.lonelyplanet.com/turkey/mediterranean-coast/antalya"
"Cankaya","Places to Visit in Cankaya\n\nAbout to jet off on your Cankaya holiday? Dont know what sort of things to include in your travel itinerary? Dont worry — were here to give you some hints.\n\nIf the young ones have had enough of sightseeing and need a bit of exercise, why not take them to Kugulu Park? Its the perfect spot to have a running race and toss a ball around. Adventurers have heaps of options in and around this destination. Would you like to while away an afternoon among the trees? Make your way to Botanik Park. Still have some time to spare? Grab some sandwiches, fruit and cool drinks and indulge in a picnic at Segmenler Park. Its one of the most peaceful spaces to chill out and while away an afternoon.","https://www.expedia.co.in/Cankaya.d6323099.Holidays-City-Breaks"
"Hong Kong","Hong Kong welcomes with an iconic skyline, a legendary kitchen, and lush, protected nature where rare birds and colourful traditions thrive.\n\nNeighbourhoods & Islands\n\nHong Kongs enchanting neighbourhoods and islands offer a sensory feast. You may find yourself swaying along on a historic double-decker tram, cheering with the hordes at the city-centre horse races, or simply gazing out at the glorious harbour. What most visitors dont immediately realise is that over 70% of Hong Kong is mountains and sprawling country parks, some also home to geological and historical gems. Escape the city limits on one of the world’s smoothest transport systems and spend your day wandering in a Song dynasty village, hiking on a deserted island or kayaking among volcanic sea arches.\n\nCuisine\n\nOne of the worlds top culinary capitals, the city that worships the God of Cookery has many a demon in the kitchen, whether the deliciousness in the pot is Cantonese, Sichuanese, Japanese or French. So deep is the citys love of food and so broad its culinary repertoire that whatever your gastronomic desires, Hong Kong will find a way to sate them. The answer could be a bowl of wonton noodles, freshly steamed dim sum, a warm pineapple bun wedged with butter, a pair of the sweetest prawns, your first-ever stinky tofu, or the creations of the latest celebrity chef.\n\nShopping\n\nFrom off-the-rack Chinese gowns to bespoke speciality knives (and vice versa), the sheer variety of products in Hong Kong’s shops is dizzying. Every budget, need and whim is catered for in can do spirit by a similarly impressive assortment of venues: glitzy malls where the moneyed shop, chic side-street boutiques and vintage dens where fashionistas find their gems, nerdy gadget bazaars, and a mix of markets where you can haggle to your hearts content. The city has no sales tax so prices are generally attractive to visitors.\n\nCulture\n\nUnderneath the glass and steel of Hong Kongs commercial persona is a dynamic cultural landscape where its Chinese roots, colonial connections and the contributions of its home-grown talent become intertwined. Here you are just as likely to find yourself dissecting art in the dizzying number of contemporary galleries as joining in dawn taichi or reading the couplets of a local poet to the drumbeat of a dragon boat. Culture could also mean indie music by the harbour or Chinese opera in a bamboo theatre, not to mention the thousands of shows staged year-round at the citys many museums and concert halls.","https://www.lonelyplanet.com/china/hong-kong"
"Mexico City","Listed by the New York Times as the metropolis that has it all Mexico City is ideal to get lost in its streets or to have encounters with the historical past; It offers bohemian corners in traditional bars and restaurants that have become a haven for travelers and locals.\n\nIt transports you to a surreal world with the mixture of wrestling, the majesty of the baroque, the luxury of its palaces and its incredibly varied nightlife where you will find from eccentric places and typical canteens, to places that offer a proven cosmopolitan that is a sample of the thousands of cultures that converge in this city. It is not free that it is listed as one of the most fun cities to visit.\n\nMexico City is a destination with an extraordinary mysticism that unfolds in its plurality, its folklore and its modernity; everything is mixed with its pre-Hispanic roots present from its foundations, as shown by the metropolitan Cathedral that carries the Tonatiuh pyramid at its foundations.","https://www.visitmexico.com/es/destinos-principales/ciudad-de-mexico/ciudad-de-mexico"
"Puebla City","Marvel at the splendor of its elegant colonial buildings, its streets and its flavors that honor its nickname De los Ángeles A city with beautiful facades covered with talavera is an authentic and unique place.\n\nPuebla is a charm; it is the perfect blend of history, tradition, culture, natural beauty and modernity, with touches of art and buildings full of colors.\n\nMany artists, travelers, intellectuals and curious people have found in Puebla the perfect site for inspiration, take distance from the daily life and relax. Traditional houses, delicious gastronomy and countless treasures make up a destination from which you will never want to leave.","https://www.visitmexico.com/es/destinos-principales/puebla/puebla"
"Guadalajara","Guadalajara is the second largest city in the country and it is ranked as the eighth best city to visit in Mexico and South America. Known as the land of tequila and mariachi, it is rich in history and traditions; it is also known as the Mexican Silicon Valley. You will find glimpses of its dazzling architecture in Hospicio Cabañas, a hospital built in century XIX, or in its cathedral.\n\nGuadalajara has managed to make tradition and modernity coexist in a single space because it preserves centenary culture and tradition such as charrería, folkloric dance, jarabe tapatío and tequila, but it is also the main producer of technology and software.","https://www.visitmexico.com/en/main-destinations/jalisco/guadalajara"
"Juarez","Ciudad Juarez is located in the heart of the Chihuahua desert, which is considered the largest in North America. It is an important cultural and business center besides being the border town.\n\nThe Tequila and Mariachi Festival are held there and, since 2012, the Book Fair.\n\nIt is a city full of tourist attractions and shows, such as racing cars, charreadas (Mexican-style rodeos), bullfights, golf tournaments and motorcycle races.\n\nIn addition to all that, you can visit the impressive dunes of Samalayuca, the majestic cathedral, the dam surrounded by magnificent green areas, as well as its unbeatable museums.\n\nCome and be amazed for all the city attractions.","https://www.visitmexico.com/en/main-destinations/chihuahua/juarez"
"Leon","León combines both the historic and the modern. The town offers different places and activities for every taste. You can spoil yourself by going shopping or you can just walk around this colorful, vibrant and festive place. You will find the richness of its hot springs everywhere you go.\n\nA relaxing walk through the Historic Center will allow you to enjoy culture and architecture. The center of the town square features the Fuente de los Leones (Fountain of Lions); feel free to take a seat on one of the benches and gaze upon this beautiful city while listening to the water of the fountain. It will warm your heart.","https://www.visitmexico.com/en/main-destinations/guanajuato/leon"
"Tijuana","Tijuana has been recommended by the New York Times as the eighth best site to visit in 2017. Here you can traverse its streets and immerse yourself in its multifaceted and vibrant culture. It has its own charm and it is a melting pot of the regional diversities of Mexico and other cultures beyond its borders because it has been favored by its proximity to the United States.\n\nThe eclectic style of this city will hypnotize you with its walls turned into Street art exhibitions, its old commercial passages taken by independent plastic artists, its historic buildings and its monumental arch, architectural icon within its avant-garde style.","https://www.visitmexico.com/es/destinos-principales/baja-california/tijuana"
"Iztapalapa","Inhabited since man came to the Valley of Mexico, Iztapalapa has seen come and go to the Colhua, the Mexica, the monks who came to evangelize, landowners and revolutionaries. Each step made its mark in the form of stones or traditions that remain at parties and celebrations of its 16 native peoples. This place little known but with an amazing history is well worth a visit. To find out about the roots of the people, it is best to go to the unique Museo de las Culturas: Pasión por Iztapalapa.\n\nIn Cerro de la Estrella since time immemorial, rebirth (in the past with the ceremony of the new fire, today with Easter) has been celebrated. Cultural and religious center of the pre-Hispanic era, its importance was such that the Augustinians decided to build the convent of San Juan Evangelista here, with its exquisite cloister and some very interesting murals (do not miss La Adoración de los Reyes). However, it is in the Capilla del Divino Salvador del Calvario, which was an ancient pre-Hispanic sanctuary, where local religious feeling lives on with most fervor.","http://cdmxtravel.com/en/visitor-info/districts/iztapalapa.html"
"Zapopan","Zapopan is the second richest city in Mexico and the population is second only to Guadalajara in Jalisco, one of the five municipalities in the metropolitan area of ​​Guadalajara.\n\nMap of Zapopan\n\nLocated west of the historic center of Guadalajara is Zapopan municipality with the largest index of wealth and income GDP Jalisco. Most of the panorama consists of luxury shopping centers, modern buildings, parks and residential areas illustrating the purchasing power and modernity in the capital region.\n\nThe meaning of Zapopan\n\nThe name comes from the Nahuatl Zapopan Tzapopan and means “place of Zapote” several legends that place was founded by a group of Native Americans long before the arrival of the Spaniards counted. But the many clashes between tribes Chichimecas Cazcanes and master the different power groups, ended up scaring the first inhabitants.\n\nThe city of Zapopan was founded in 1540, and the urban municipality shares with the city of Guadalajara. A big part of what makes you think that is Guadalajara is actually the city of Zapopan. The center of Zapopan is dominated by its majestic Basilica and the beautiful square. Zapopan’s main square can be one of the most pleasant place to relax and escape the area places Guadalajara. The church is from the 1730th\n\nWith the arrival of the colonists were Zapopan area repopulated with native who was in the vicinity and service to the founding of Guadalajara. The task was conducted by Fray Antonio de Segovia follow the work of evangelization, became a Christian Zapopan ceremonial center with the image of the Virgin.\n\nUrban development and population growth began to pick up in the late twentieth century when Zapopan declared a city and became part of the urban sprawl that makes up the metropolitan area of ​​Guadalajara.\n\nZapopan Jalisco Mexico\n\nThe historic center of Zapopan is the traditional place of the city. Every year, the procession of the patron saint of the city with 4 million pilgrims, the largest religious celebration of Guadalajara.\n\nZapopan has the most modern buildings in the capital region. Residential Puerta de Hierro, Valle Real and walking is the most exclusive areas of the city.","https://cityofguadalajara.com/zapopan/"
"Ecatepec","It can be really nice to just amble around the streets when youre somewhere new, but sometimes its wise to form a plan. Grab your travel itinerary — weve got some awesome ideas for your upcoming Ecatepec de Morelos holiday.\n\nIf youre seeking a little spiritual enlightenment on your travels, call in to Basilica of Our Lady of Guadalupe. You never know, you may even glimpse the answers to a couple of lifes most puzzling questions! Travellers have an abundance of choice close by. Theres an inspiring range of archaeological evidence available at Tlatelolco. Its an enjoyable scientific day out for the entire family! Still have time to spare? Choose a comfortable vantage point and watch the days activities pass you by at Plaza de las Tres Culturas. If youre feeling sociable, this historic public space is also a brilliant place to hang out with long-time locals.","https://www.expedia.com.sg/Ecatepec-De-Morelos.d179274.Destination-Travel-Guides"
"Gustavo Adolfo Madero ","Gustavo Adolfo Madero in Gustavo A. Madero (Ciudad de México) with its 1,193,161 citizens is a place in Mexico a little north of Mexico City, the countrys capital city.\n\nCurrent time in Gustavo Adolfo Madero is now 05:16 PM (Tuesday). The local timezone is named America / Mexico City with an UTC offset of -5 hours. We know of 8 airports near Gustavo Adolfo Madero, of which one is a larger airport. The closest airport in Mexico is Licenciado Benito Juarez International Airport in a distance of 5 mi (or 8 km), South-East. Besides the airports, there are other travel options available (check left side).\n\nThere are several Unesco world heritage sites nearby. The closest heritage site in Mexico is Historic Centre of Mexico City and Xochimilco in a distance of 17 mi (or 27 km), East. We encountered 3 points of interest in the vicinity of this place. If you need a hotel, we compiled a list of available hotels close to the map centre further down the page.\n\nWhile being here, you might want to pay a visit to some of the following locations: Mexico City, Nezahualcoyotl, Los Reyes Acaquilpan, Chicoloapan and Tezoyuca. To further explore this place, just scroll down and browse the available info.","https://www.tripmondo.com/mexico/ciudad-de-mexico/gustavo-a-madero/gustavo-adolfo-madero/"
"Berlin","When people think of Berlin, the first thing that usually comes to mind is its most famous landmark – the Brandenburg Gate. For decades a symbol of division, the monument has always been the beating heart of a major city bursting with ideas, inspiration, art, culture and creativity. Highlights in the western parts of Berlin include the Kurfürstendamm, as elegant a shopping street as youll find anywhere, the Kaufhaus des Westens department store (better known as KaDeWe), on-trend boutiques and exclusive galleries, as well as beautiful residential streets and, of course, Berlins famous nightlife. And speaking of nightlife, no trip to Berlin would be complete without an evening at Friedrichstadt Palast, Germanys leading variety theatre. The cosmopolitan vibe also permeates the government district, which spreads out to the east from Brandenburg Gate and from the neighbouring Reichstag. Theres a sense of peace and freedom in the air here – in stark contrast to the days when Berlin was responsible for unthinkable crimes. The memorial to the murdered Jews of Europe, a work by New York architect Peter Eisenman located near the Brandenburg Gate, serves as a reminder of those atrocities, as does the Topography of Terror documentation centre at the former Gestapo headquarters.\n\nBerlins prestigious Unter den Linden boulevard extends eastwards from Brandenburg Gate towards Alexanderplatz square, passing the Museum Island World Heritage site, as well as Berlin Cathedral, the Neue Wache and the baroque Zeughaus (armoury), which today houses the German Historical Museum. Keep going far enough and youll reach the TV tower, which to this day remains the tallest structure in Germany. The view from the top, stretching across Berlin and all the way to Brandenburg, is a major sightseeing highlight. Nearby is Gendarmenmarkt, widely lauded as Berlins most beautiful square. The German Cathedral, the French Cathedral and the Concert Hall form an ensemble of great majesty and grandeur here. The atmosphere of the Hackesche Höfe, also within the central Mitte district, is somewhat less grand, but all the more laid-back, easygoing and relaxed for it. This retail complex is the largest series of enclosed courtyards in Germany and has been heritage-listed since 1977. For an authentic taste of Old Berlin, explore the courtyards vibrant mix of art galleries, cinemas, theatres, variety venues, restaurants and bars, not to mention all the welcoming little shops and big-name flagship stores. Theres also no escaping the citys artistic flair here. A characteristic that, nearly a quarter of a century after the fall of the Berlin Wall, remains a defining feature, perhaps more so than in any other capital. Berlin is the creative workshop of Germany, a trendsetter and a capital of fashion, design and music. The progressive spirit of optimism that engulfed the reunified city was – and still is – astounding. Hundreds of backyard art studios emerged from the shadows and art soon began to take over streets, the walls of buildings and even entire districts. Famously, artists have also appropriated the remains of the Berlin Wall: the section from Oberbaum bridge to Ostbahnhof station, now going by the name of East Side Gallery, has become an illustrated encyclopaedia of street art. Today, Kreuzberg, Prenzlauer Berg, Neukölln and Wedding are the districts of choice for more than 20,000 artists. It is this creative force that lies behind the citys distinctive vibe – a vibe that renders Berlin the capital for alternative and established art alike. Immerse yourself in this creative cosmos. Let yourself be inspired, seduced and enchanted. Get to know the people of Berlin. Besides all the sightseeing, the locals are arguably the best reason to discover this incredible city – and the perfect excuse to come back and visit.","https://www.germany.travel/en/towns-cities-culture/towns-cities/berlin.html"
"Hamburg","How do you like the sound of a port sightseeing tour followed by a stroll through the old town before heading to HafenCity, Hamburgs new city centre? Or perhaps the other way around… ? There are countless ways to discover the beguiling character of this Hanseatic trade centre that is at once steeped in tradition and at the forefront of modernity. That said, no visit to Hamburg would be complete without a boat trip around one of Europes biggest ports. Sightseeing boats launch from the Landungsbrücken jetties and weave their way through huge container vessels, majestic steam-powered ocean liners and elegant yachts; an experience that can only be described as unforgettable. Make your visit all the more memorable with a leisurely stroll through the old town, where noble merchants once traded coffee, tea and spices. Today its an inviting scene of residences and grand corner buildings from the 17th to the 19th century, quaint restaurants and laid-back bars. Another reminder of Hamburgs heritage is the historical Speicherstadt, home to the worlds largest single complex of traditional brick warehouses, resting on thousands of oak supports and intersected by narrow waterways, the Fleets. Or if you want to discover the Hamburg of today and tomorrow, head to HafenCity, one of the largest inner-city construction projects in Europe and a contrast between seafaring heritage and cutting-edge architecture in the heart of the Überseequartier. Nestled between Speicherstadt and the port, this maritime world of discovery and shopping paradise stretches all the way to the Hamburg Cruise Center along a broad boulevard.\n\nIf this place doesnt give you a taste for cruises, then nothing ever will. After seeing some of the worlds biggest and most spectacular cruise ships sailing in and out of Hamburgs port, youre sure to leave with aspirations of sailing the seven seas. The people of Hamburg are especially fond of the Queen Mary 2, a vessel for whom the city has become something of a second home. Every time the majestic ocean liner comes into port, thousands of well-wishers line the Elbe to welcome her – often accompanied by a huge fireworks display and always with great exuberance.\n\nThere are many places to enjoy spectacular views of the citys maritime goings-on, such as the viewpoint at the Cruise Center, or from the Perlenkette along the banks of the Elbe with its luxurious residences and exclusive restaurants, or from the Magellan Terraces that give an unparalleled view of Hamburgs latest landmark, the Elbe Philharmonic Hall on the western tip of HafenCity. One of the best places to see Hamburg in all its glory is the public viewing platform at the futuristic Dockland office building, which rises up from the Elbe at a height of 40 metres. Views of a very different kind are on offer in the lively, slightly flipped-out alternative quarter of St. Pauli with its famous red light district the Reeperbahn. Or theres the fish market in Altona, where fresh fish (and much more besides) is auctioned every Sunday at the crack of dawn – a shopping experience like no other. And speaking of shopping, Hamburg has something for everyone, including on the Jungfernstieg, the citys chic centre of shopping and finance that begins at the Inner Alster. Even here, in the heart of the city, you can take a gentle stroll along the riverside promenades. The same is true of the Outer Alster, the perfect place for a spot of leisure and recreation within easy reach of central Hamburg. And if you get the impression that the people of Hamburg simply cant get enough of the water, then youd be absolutely right.","https://www.germany.travel/en/towns-cities-culture/towns-cities/magic-cities/hamburg.html"
"Munich","A modern, cosmopolitan city with a big heart and a long heritage, as suave as it is easygoing, buzzing and yet tranquil. Munich is Germanys lifestyle capital. You dont have to be rich and beautiful to feel right at home in Munich, but it doesnt hurt. Besides, these characteristics arent confined to strict dictionary definitions. Rich is he who has the time to leisurely amble through the splendid city centre, stopping here and there just to soak up the atmosphere. And beauty is in the eye of the beholder, after all. That said, undoubtedly one of the most beautiful squares in Germany has to be Marienplatz square – it is the heart of Munich and is home to the Old and New Town Halls. The town hall glockenspiel is as much part of Munichs identity as the Hofbräuhaus beer hall or the iconic Church of Our Lady, whose green dome-crested towers can be seen for miles around. Browsing the stalls of the Viktualienmarkt is a feast for all the senses. Theres simply everything on offer at the citys famous food market – from traditional Bavarian specialities to exotic delicacies. But take note, bargaining and haggling have no place in the Munich lifestyle – so dont be tempted to try, least of all on the luxury shopping boulevards such as Ludwigstrasse, Maximilianstrasse, Kaufinger Strasse or the Tal. Everything on sale in these streets has a high price to match its high quality, from the latest fashions to wonderful antiques. For a far more affordable, not to mention more relaxed, shopping experience, head to Munichs pub and club quarter, which is no longer confined to the trendy Schwabing district, but also extends around Glockenbachviertel, Gärtnerplatz square and Müllerstrasse. The area is as renowned for its party atmosphere as it is for its alternative shops, its relaxed atmosphere and its vibrant LGBT scene.\n\nA trip to the English Garden doesnt cost you a penny and Munichs very own piece of paradise, situated between the Isar and the city centre, is the ultimate chill-out zone. From lazing around or watching people master the latest craze of slacklining (better still, have a go yourself) to the insane fun of surfing the Eisbach river, anything goes in the park. Add to that two of Munichs most beautiful beer gardens, one at the Chinese Pagoda, the other at a picturesque lakeside spot, and youve got the perfect recipe for a relaxing afternoon. These are the beer gardens where youll find an eclectic crowd who live life to the full in the shade of ancient chestnut trees. Thats the Munich way. The beer gardens came to be called cellars or keller – as in Salvatorkeller, Löwenbräukeller and Hofbräukeller – because brewers once kept their beer underground to keep it cool and soon hit upon the idea of selling it from the very same spot. This was the start of a sacred tradition that, as luck would have it, is alive and well among locals today.\n\nThe people of Munich are also proud of the citys museums, many of which are of international standing, such as the Deutsches Museum, the worlds biggest science and technology museum, the Alte Pinakothek, the Neue Pinakothek, the Pinakothek der Moderne and the Lenbachhaus Museum. Then theres the Glyptothek Museum, the State Collections of Antiques and the Brandhorst Museum with its breathtaking collection of modern art from 1945 onwards. Here in Munichs Art Quarter, however, youll also find charming little bars, cosy cafés and pretty boutiques, yet another example of how the Munich lifestyle combines culture with the finer things in life. The BMW Museum has the citys automotive heritage covered, while the stars of Bayern Munich show teams visiting the Allianz Arena another side to the citys unique lifestyle: what its like to always be on top. Even if youre not a Bayern Munich fan, its still well worth trying to get a ticket to see them play. The stadium atmosphere alone is world-class and guaranteed to give you goosebumps. And you wont be surprised to discover that the Allianz Arena is one of the worlds most spectacular stadiums. It is, after all, in Munich.","https://www.germany.travel/en/towns-cities-culture/towns-cities/munich.html"
"Cologne","When you hear cheers of Kölle alaaf across Cologne, it can mean only one thing: the mayhem of carnival has arrived (or Fastelovend as its also known). Completely crazy or out of its mind dont even come close to describing the scenes in the cathedral city the week before Ash Wednesday. Carnival season begins in Cologne on 11 November at 11.11am and finishes on Ash Wednesday as it does everywhere else in Germany. But thats where the similarities end. As everyone can see, Cologne carnival is in a league of its own, especially in the final week when the street carnival has the city firmly in its grip. To experience Colognes unique exuberance at any other time of year, drop in to one of the traditional and welcoming bars in the area around Alter Markt and Heumarkt square or the large brewery taverns scattered throughout the old quarter. Kölsch – the citys signature beer – never stops flowing there, the kitchens dish up Rhineland specialities and there is so much friendly and light-hearted revelry you would think it were carnival all year round. Every type of kölsch has its own distinctive flavour – and, of course, its own brewery. The beer waiters, known as Köbes, remain immune to the general merriment: a certain gruffness is the hallmark of a genuine Köbes. The only thing that can dim the exuberance of Colognes residents lies some 30 kilometres up the river Rhine in the form of Düsseldorf, whose reserved character couldnt be more different to Colognes wild exuberance.\n\nThe scores of clubs, pubs, bars and restaurants in the city are heaving with locals and tourists, young people and students, particularly at the weekends. Popular haunts are the student district Kwartier Latäng, Friesenviertel, Belgisches Viertel, Südstadt and – increasingly – Ehrenfeld, traditionally an industrial quarter. Prices are surprisingly reasonable, especially for a city of this size. But its not just carnival, bars and breweries. Colognes vibrant arts and music scene also encapsulates the citys lust for life. The Cologne Musical Dome is the citys biggest theatre, with 1,700 seats, and is famed for its spectacular productions. Then theres Christopher Street Day, Germanys largest event for the gay and lesbian community. Alternatively, a home match for the citys Bundesliga football team never fails to entertain – even if the clubs position in the league table doesnt always live up to the fans high hopes.\n\nSomething guaranteed to surpass expectations, however, is the citys museum scene, in particular the magnificent Ludwig Museum which features works by Picasso, Warhol and Lichtenstein. Theres also the Romano-Germanic Museum, where the exhibits span 2,000 years of history, the Wallraf Richartz Museum, with art from the Middle Ages through to the 19th century, and the chocolate museum for sweet-toothed visitors. If the culture and excitement of Cologne takes its toll and you need some time to relax, head to Rhine Park, one of the largest and prettiest in the city. Locals describe this park on the eastern bank of the Rhine as being on the wrong side of the river. Nevertheless, you can get over there on the cable car. And if, after all that, you still have some time to spare, why not head to KölnTriangle? At a height of 100 metres, the observation deck offers probably the best view of Cologne old town and its . On a fine day, you might even see as far as Düsseldorf – just dont tell your friends in Cologne!","https://www.germany.travel/en/towns-cities-culture/towns-cities/magic-cities/cologne.html"
"Frankfurt","Most people associate Frankfurt with brokers, banks, stocks and shares – and they wouldnt be wrong, but there is much more to the city than just big business. Frankfurt does, after all, have an unrivalled museum scene. The museum embankment on the southern bank of the Main is a wonder to behold, in particular the magnificent Städel Institute of Art with the Municipal Gallery. Situated in the heart of Frankfurts museum mile, this is of one Germanys preeminent art galleries and features masterpieces spanning nine centuries of European art. The underground extension houses a collection of works from 1945 onwards, including such famous names as Joseph Beuys and Gerhard Richter. To the east of the gallery you will find the film museum and the architecture museum, which in itself is an innovative and unconventional example of building design. And just a stones throw from there stands the Museum of Applied Art (MAK). A thousand years of arts and crafts are represented in this striking building designed by American architect Richard Meier. On the opposite riverbank, again only a few minutes away, the Museum of Modern Art (MMK) designed by Hans Hollein is well worth a visit. As is the Schirn Kunsthalle gallery, which has made a name for itself a leading exhibition house in Germany and Europe. There are also a number of smaller galleries around the cathedral, some of which are less mainstream but feature exceptional displays of art nonetheless. You can even admire art in the metro system. The Grenzland (borderland) project at the Dom/Römer station, for example, showcases works that blur the lines between art, architecture and design.\n\nFrom its early days in the 12th century to its new beginnings after 1945, Jewish culture and history have often reached beyond the realms of comprehension. The Jewish Museum, housed within the historical rooms of the former Rothschild Palace, and its Judengasse branch bear witness to this past with both sensitivity and accuracy. Frankfurts most famous son is Johann Wolfgang von Goethe. You can retrace the famous writers footsteps for a glimpse of 18th century Frankfurt. For example at Goethes House or in the slightly less poetic setting of the Gerbermühle, a quaint beer garden on the banks of the river Main, where the great poet indulged in an occasional glass of cider in his day. The Gerbermühle was also a likely haunt of the Frankfurt doctor Heinrich Hoffmann, whose illustrated Struwwelpeter books became classics of childrens literature. In a beautiful old villa in the upmarket Westend district there is a museum devoted to the childrens author, featuring drawings, rare editions of his works, translations, parodies and much more besides. And if that tickles your funny bone, you should be sure to stop by Caricatura, Germanys leading museum for sophisticated satire and comic art. F.W. Bernstein, Robert Gernhardt, Chlodwig Poth, Hans Traxler, F.K. Waechter, Bernd Pfarr and many others are guaranteed to put a smile on visitors faces.\n\nIt might be more serious, but the financial district is well worth a visit for a true taste of Frankfurt. The towering banks and office blocks form Europes most impressive skyline, and Frankfurts ultimate landmark. But rest assured, the art found in this part of the city is also of international standing. Deutsche Bank, Commerzbank and DZ Bank own art collections any museum would be proud of, and these are opened to the public at certain times. Skyscrapers as art galleries? Only in Frankfurt.","https://www.germany.travel/en/towns-cities-culture/towns-cities/magic-cities/frankfurt.html"
"Stuttgart","The car has many fathers, but just one home town. Since the day Gottlieb Daimler and Wilhelm Maybach put together the first ever small, high-speed petrol engine in the glasshouse they used as workshop (now a much-visited attraction), that home town has been none other than Stuttgart. That was in 1885, and the three-pointed star has shone brightly over the automotive world ever since. Nowhere does this shine brighter, of course, than above the Mercedes-Benz Museum, the only museum in the world to present the history of the automotive industry from start to finish. Before you even step foot in the building you are struck by the museums futuristic design – and once inside, you cannot fail to be mesmerised by the 160 automotive gems on display. There are other treasures on show at the Mercedes-Benz Classic Car Centre in Fellbach, including such motoring legends as the 300 SL gullwing. Another brand known for its iconic vehicles is, of course, Porsche – and the classics in the Porsche Museum are guaranteed to turn heads. At the heritage-listed former regional airport, the Meilenwerk is a favourite among fans of vintage vehicles, featuring everything they could ever need for keeping their prized possessions looking as good as new, as well as a place to stay in the form of the V8 Hotel. Every March, fans of classic cars from around the world descend on Stuttgart for the Retro Classics, Germanys best-loved motor show. Retro Classic meets Baroque, meanwhile, offers the exclusive opportunity to see classic cars set against the historical backdrop of stunning Ludwigsburg Palace.\n\nBack in the present day, a tour of the Mercedes-Benz plant in Sindelfingen offers an in-depth look behind the scenes at a state-of-the-art car factory – something that is sure to reawaken one or two hidden desires for such a prestige purchase. Nevertheless, it doesnt take long to realise that Stuttgart has more to offer than automotive temptation alone. The surrounding wine region, one of the largest in Germany, plays a significant part in the Stuttgart locals other passions: exquisite food and fine wine. Stuttgarts restaurants and cafés offer up a whole range of gastronomic treats, from spätzle noodles to pinot noir, from corner pubs to award-winning, internationally renowned restaurants. Festivals of every size, the most famous being the Cannstatter Wasen, provide ample opportunity to join in the celebrations, enjoy the local hospitality and live life to the full. The perfect starting point for a sightseeing tour here is Schlossplatz square: in virtually no other city does a palace dominate the centre to such an extent as Stuttgarts Neues Schloss (New Palace). For those who have spent the day admiring the exceptional collection of modernist and contemporary art in the neighbouring Stuttgart Art Museum, or learning about history from the Stone Age to the modern era at the Altes Schloss (Old Palace), an evening of sophistication and relaxation is in order. And when it comes to the performing arts, Stuttgart is once again first class. Its State Theatre is the largest multi-genre theatre in the world and its ballet, theatrical productions and state opera have all enjoyed international acclaim for decades. Music lovers are well catered for by Stuttgarts acclaimed orchestras, its many jazz clubs and the musicals performed in the SI-Centrum entertainment complex. Alternatively, you can browse the world-class shopping streets of Königstrasse and Calwerstrasse at your leisure. And be sure to make time to discover the much-loved Wilhelma Gardens. These remarkable zoological and botanical gardens are home to around 8,000 animals, making this one of the worlds most bio-diverse zoos. Whats more, theres not a car in sight, so you might just forget where you are.\n\n",https://www.germany.travel/en/towns-cities-culture/towns-cities/stuttgart.html
